trial;start_time;rt;correct;fact_id;question;context_1;context_2;answer;chosen_context;encounter_2;reading_time;fogetting_rate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;1590884.0;1186.0;TRUE;3;gewoonte;Ik heb de slechte <b>gewoonte</b> om te laat te komen.;Het is een goede <b>gewoonte</b> om je handen te wassen voor het eten.;habit;gewoonte;FALSE;895.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;1594227.0;1427.0;TRUE;5;bijeenkomst;SNIC is een <b>bijeenkomst</b> met studenten van verschillende opleidingen.;De <b>bijeenkomst</b> begint om 10 uur.;meeting;gathering;bijeenkomst;FALSE;1304.6;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;1598524.0;2965.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;De fout op de poster zorgde voor veel <b>verwarring</b>.;FALSE;934.1;0.31132812499999984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;1606554.0;3385.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;verschrikkelijk;FALSE;1090.1;0.32460937499999987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;1613066.0;1168.0;TRUE;11;blinken;Nieuwe munten <b>blinken</b> nog.;De sterren <b>blinken</b> in de nacht.;shine;to shine;blinken;FALSE;485.6;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;1616442.0;900.0;TRUE;6;vriendschap;Deze <b>vriendschap</b> is erg belangrijk voor mij.;Een <b>vriendschap</b> moet onderhouden worden.;friendship;vriendschap;FALSE;836.6;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;1621010.0;1217.0;TRUE;4;verwondering;Kinderen zitten vol <b>verwondering</b>.;Ik sta vol <b>verwondering</b> naar de sterren te kijken.;wonder;surprise;verwondering;FALSE;622.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;1624530.0;1052.0;TRUE;9;kraag;De <b>kraag</b> van mijn overhemd is te strak.;Zij greep hem bij de <b>kraag</b> toen hij iets verkeerd deed.;collar;kraag;FALSE;739.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;1627911.0;3347.0;FALSE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;FALSE;1090.1;0.3742187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;1634953.0;3405.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;FALSE;934.1;0.327734375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;1641032.0;5054.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Het was een <b>verschrikkelijke</b> dag.;FALSE;1090.1;0.4238281249999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;1649294.0;1685.0;TRUE;8;scheren;Ik moet iedere morgen opnieuw de stoppels van mijn gezicht <b>scheren</b>.;Mijn vader heeft me geleerd hoe ik moet <b>scheren</b>.;shave;to shave<b>;scheren;FALSE;1285.1;0.169140625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;1653444.0;3668.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Het was een <b>verschrikkelijke</b> dag.;TRUE;1090.1;0.47343749999999973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;1659772.0;1186.0;TRUE;12;eenzaamheid;Tijdens de pandemie hadden veel studenten last van <b>eenzaamheid</b>.;<b>Eenzaamheid</b> is een groot probleem onder ouderen.;loneliness;solitude;eenzaamheid;FALSE;1207.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;1664014.0;1373.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Het was een <b>verschrikkelijke</b> dag.;TRUE;1090.1;0.4238281249999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;1669251.0;3433.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;De fout op de poster zorgde voor veel <b>verwarring</b>.;FALSE;934.1;0.3359374999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1676225.0;1653.0;TRUE;15;nieuwsgierig;Ik was vroeger een heel <b>nieuwsgierig</b> kind.;Ik ben <b>nieuwsgierig</b> naar de resultaten van het onderzoek.;curious;nieuwsgierig;FALSE;797.6;0.22656249999999997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;1680419.0;1364.0;FALSE;14;moed;Er is veel <b>moed</b> voor nodig om het uit te maken.;Ik heb de <b>moed</b> niet om het te zeggen.;courage;Ik heb de <b>moed</b> niet om het te zeggen.;TRUE;895.1;0.30000000000000004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;1684223.0;3881.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;FALSE;934.1;0.37734375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;1693050.0;1341.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Het was een <b>verschrikkelijke</b> dag.;TRUE;1090.1;0.4234374999999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;1698433.0;2064.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;FALSE;934.1;0.376953125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;1704573.0;1481.0;TRUE;19;spontaan;Ik vind het leuk om <b>spontaan</b> af te spreken.;Jij bent heel <b>spontaan</b>,dat is leuk.;spontaneous;spontaan;FALSE;817.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;1709622.0;inf;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;De fout op de poster zorgde voor veel <b>verwarring</b>.;FALSE;934.1;0.38554687499999984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;1718395.0;6394.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;onverschillig;FALSE;1012.1;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;1729255.0;inf;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;FALSE;934.1;0.41484374999999984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;1738627.0;1574.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Het was een <b>verschrikkelijke</b> dag.;TRUE;1090.1;0.37382812499999984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;1743401.0;3925.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;TRUE;934.1;0.4152343749999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;1750420.0;2838.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.42578125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;1756613.0;1070.0;TRUE;17;beschrijven;Het is lastig om de smaak van een gerecht te <b>beschrijven</b>.;Kun je proberen je gevoelens te <b>beschrijven</b>?;describe;to describe;beschrijven;FALSE;1090.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;1762401.0;2334.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.43476562500000004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;1767533.0;4029.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;onverschillig;FALSE;1012.1;0.276953125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;1775388.0;1911.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;TRUE;934.1;0.41484374999999984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;1780350.0;3471.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.45078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;1786827.0;1145.0;TRUE;21;overdrijven;Sommige mensen vinden het leuk om te <b>overdrijven</b>,ik vind het verwarrend.;Je moet niet <b>overdrijven</b>,het is niet zo erg.;exaggerate;to exaggerate;overdrijven;FALSE;1382.6;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;1791376.0;1473.0;TRUE;22;vergeven;Ik heb het haar <b>vergeven</b>,maar ik vergeet het niet.;Kun je het me <b>vergeven</b>?;forgive;to forgive;vergeven;FALSE;953.6;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;1796135.0;3302.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.451171875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;1802072.0;1407.0;TRUE;20;begroeten;Wij <b>begroeten</b> elkaar altijd als we thuis komen.;Wat is de beste manier om een kennis te <b>begroeten</b>?;greet;to greet;begroeten;FALSE;895.1;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;1805928.0;inf;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;tevreden;FALSE;875.6;0.30351562499999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;1811950.0;1256.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;TRUE;934.1;0.41445312499999987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;1816499.0;1642.0;TRUE;14;moed;Er is veel <b>moed</b> voor nodig om het uit te maken.;Ik heb de <b>moed</b> niet om het te zeggen.;courage;Ik heb de <b>moed</b> niet om het te zeggen.;TRUE;895.1;0.2503906250000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;1820881.0;3882.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.5007812500000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;1827952.0;2927.0;TRUE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;vreugde;FALSE;778.1;0.2503906250000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
